"left","right"
"HERMIONE","Says she's a mind to lock me up."
"HERMIONE","And would've done it too,"
"HERMIONE","if she hadn't taken a fancy to that locket."
"HERMIONE","- Who was she? The witch. Do you know?"
"HERMIONE","- No, I--"
"HERMIONE","Well, she's there. Look."
"HERMIONE","Bleeding bow and all."
"HERMIONE","[GRUNTS]"
"HERMIONE","[SNORING]"
"HERMIONE","Right, remember what we said."
"HERMIONE","Don't speak to anyone"
"HERMIONE","unless absolutely necessary."
"HERMIONE","Just try and act normal."
"HERMIONE","Do what everybody else is doing."
"HERMIONE","If we do that, then with a bit of luck,"
"HERMIONE","we'll get inside."
"HERMIONE","- And then--"
"HERMIONE","- It gets really tricky."
"HERMIONE","- Correct."
"HERMIONE","- Yeah."
"HERMIONE","- This is completely mental."
"HERMIONE","- Completely."
"HERMIONE","The world's mental."
"HERMIONE","Come on..."
"HERMIONE","...we've got a Horcrux to find."
"HERMIONE","[TOILETS FLUSHING]"
"RON","We flush ourselves in."
"RON","That's bloody disgusting."
"RON","[KNOCK ON DOOR]"
"GUARD 1","Name?"
"GUARD 2","You. Come."
"GUARD 2","- What did I do?"
"GUARD 2","- Just keep walking."
"GUARD 2","In their rightful place."
"GUARD 2","Gotta tell you,"
"GUARD 2","I'm starting to freak out a bit."
"GUARD 2","How long did you say this batch"
"GUARD 2","of Polyjuice would last, Hermione?"
"GUARD 2","I didn't."
"GUARD 2","[ELEVATOR DINGS]"
"YAXLEY","Cattermole."
"YAXLEY","It's still raining inside my office."
"YAXLEY","That's two days now."
"YAXLEY","Have you tried an umbrella?"
"YAXLEY","You do realize I'm going downstairs,"
"YAXLEY","don't you, Cattermole?"
"YAXLEY","- Downstairs?"
"YAXLEY","- To interrogate your wife."
"YAXLEY","Now, if my wife's blood status"
"YAXLEY","were in doubt..."
"YAXLEY","...and the head of the Department"
"YAXLEY","of Magical Law Enforcement..."
"YAXLEY","...needed a job doing,"
"YAXLEY","I think I might just make that a priority."
"YAXLEY","You have one hour."
"YAXLEY","Oh, my God. What am I gonna do?"
"YAXLEY","My wife's all alone downstairs."
"YAXLEY","- Ron, you don't have a wife."
"YAXLEY","- Oh, right."
"FEMALE VOICE [OVER SPEAKERS]","Level 2."
"RON","But how do I stop it raining?"
"HERMIONE","Try ""Finite Incantatem."""
"FEMALE VOICE","Department of Magical Law Enforcement..."
"FEMALE VOICE","...and Improper Use of Magic Department."
"HERMIONE","This is you, Ron."
"HERMIONE","Finite Incantatem. Okay."
"HERMIONE","And if that doesn't work...?"
"HERMIONE","Minister of Magic and support staff."
"HERMIONE","If we don't locate Umbridge"
"HERMIONE","within the hour..."
"HERMIONE","...we go find Ron"
"HERMIONE","and come back another day."
"HERMIONE","- Deal?"
"HERMIONE","- Yes."
"HERMIONE","Ah, Mafalda. Travers sent you, did he?"
"HERMIONE","Good, we'll go straight down."
"HERMIONE","Albert, aren't you getting out?"
"HERMIONE","[ELEVATOR WHIRRING]"
"THICKNESSE","Runcorn."
"THICKNESSE","[ALL CLAMORING]"
"THICKNESSE","[HONKS]"
"THICKNESSE","[WHISPERS]"
"THICKNESSE","Accio locket."
"THICKNESSE","Let's calm down, shall we?"
"THICKNESSE","Let's get back to work, please."
"THICKNESSE","Calm down."
"THICKNESSE","Runcorn."
"THICKNESSE","Morning."
"THICKNESSE","Ron, it's me."
"THICKNESSE","Harry."
"THICKNESSE","Blimey, forgot what you looked like."
"THICKNESSE","Where's Hermione?"
"THICKNESSE","She's gone down to the courtrooms,"
"THICKNESSE","with Umbridge."
"THICKNESSE","[ELEVATOR DOOR OPENS]"
"RON","Bloody cold down here."
"ALDERTON","I'm a half-blood. My father was a wizard."
"ALDERTON","William Alderton."
"ALDERTON","He worked here for 30 years."
"ALDERTON","Perhaps you know him."
"ALDERTON","Always wore his jacket inside out."
"ALDERTON","No, there's been a mistake."
"ALDERTON","I'm half-blood, you see."
"ALDERTON","We must go back. I'm half-blood."
"ALDERTON","Great Tolling, Evesham?"
"ALDERTON","- It's here."
"ALDERTON","Mother to Maisie, Ellie and Alfred?"
"ALDERTON","Wife to Reginald?"
"ALDERTON","Reg?"
"ALDERTON","Thank you, Albert."
"ALDERTON","Mary Elizabeth Cattermole?"
"ALDERTON","Yes."
"ALDERTON","A wand was taken from you"
"ALDERTON","upon your arrival at the Ministry today."
"ALDERTON","Is this that wand?"
"ALDERTON","Would you please tell the court from"
"ALDERTON","which witch or wizard you took this wand?"
"MARY","I didn't take it."
"MARY","I got it in Diagon Alley, at Ollivander's,"
"MARY","when I was 11."
"MARY","It chose me."
"MARY","You're lying."
"MARY","Wands only choose witches,"
"MARY","and you are not a witch."
"MARY","But I am."
"MARY","Tell them, Reg. Tell them what I am."
"MARY","Reg, tell them what I am."
"MARY","[WHIRRING AND CHITTERING]"
"MARY","What on earth are you doing, Albert?"
"MARY","You're lying, Dolores."
"MARY","And one mustn't tell lies."
"MARY","Stupefy!"
"MARY","[GRUNTS]"
"MARY","It's Harry Potter."
"MARY","It is, isn't it?"
"MARY","This'll be one to tell the kids."
"MARY","[SHRIEKING]"
"MARY","Expecto Patronum!"
"MARY","[CHATTERING]"
"MARY","Oh. Oh. Oh."
"MARY","Mary, go home."
"MARY","Get the kids."
"MARY","I'll meet you there. We have to get out"
"MARY","of the country, understand?"
"MARY","Mary, do as I say."
"MARY","Mary?"
"MARY","Who's that?"
"MARY","Long story. Nice meeting you."
"MAN 1","It's Harry Potter."
"MAN 1","It's Harry. Harry Potter."
"MAN 1","- Get him!"
"MAN 1","[MAN 5 GRUNTS]"
"MAN 8","This way!"
"MAN 8","[HARRY GRUNTING]"
"MAN 8","[YELLS]"
"RON","Expelliarmus!"
"RON","[PANTING]"
"RON","[BIRD SQUAWKING]"
"RON","Oh, my God."
"HERMIONE","Shh, shh, shh. It's all right. It's okay."
"HERMIONE","[RON GROANING]"
"HERMIONE","Harry. Harry, quickly, in my bag."
"HERMIONE","There's a bottle labeled"
"HERMIONE","""Essence of Dittany."""
"HERMIONE","Shh. Shh."
"HERMIONE","Okay, okay. Quickly."
"HERMIONE","- Accio Dittany."
"HERMIONE","It's all right. Unstopper it."
"HERMIONE","Hermione, his arm."
"HERMIONE","I know, just do it."
"HERMIONE","It's okay."
"HERMIONE","- Okay, it's gonna sting a little bit."
"HERMIONE","- What happened? I thought we meant..."
"HERMIONE","- ...to be going back to Grimmauld Place."
"HERMIONE","It's all right. One more, one more."
"HERMIONE","We were there, we were there,"
"HERMIONE","but Yaxley had hold of me, and I...."
"HERMIONE","I knew once he'd seen where we were,"
"HERMIONE","we couldn't stay..."
"HERMIONE","...so I brought us here..."
"HERMIONE","...but Ron got splinched."
"HERMIONE","It's all right."
"HERMIONE","Protego Totalum."
"HERMIONE","Salvio Hexia."
"HERMIONE","What are you doing?"
"HERMIONE","Protective enchantments."
"HERMIONE","I don't fancy another visit like the one"
"HERMIONE","we had in Shaftesbury Avenue, do you?"
"HERMIONE","You can get going on the tent."
"HERMIONE","- Tent?"
"HARRY","Where am I supposed to find a tent?"
"HERMIONE","Repello Muggletum. Muffliato."
"HERMIONE","You first."
"HARRY","Dissendium."
"HARRY","[LOCKET CHITTERING]"
"HARRY","Incendio."
"HARRY","[CHITTERING CONTINUES]"
"HARRY","Expulso."
"HARRY","Diffindo."
"HARRY","Reducto."
"HARRY","[PANTING]"
"HARRY","[CHITTERING CONTINUES]"
"HERMIONE","What are you doing?"
"HERMIONE","We have to keep it safe"
"HERMIONE","until we find out how to destroy it."
"HERMIONE","Seems strange, mate."
"HERMIONE","Dumbledore sends you off..."
"HERMIONE","...to find all these Horcruxes,"
"HERMIONE","but doesn't tell you how to destroy them."
"HERMIONE","Doesn't that bother you?"
"HERMIONE","[SIGHS]"
"MAN [ON RADIO]","A goblin by the name of Gornuk was killed."
"MAN [ON RADIO]","It is believed that Muggle-born"
"MAN [ON RADIO]","Dean Thomas and a second goblin..."
"MAN [ON RADIO]","...both believed to have been traveling"
"MAN [ON RADIO]","with Tonks, Cresswell..."
"MAN [ON RADIO]","...and Gornuk, may have escaped."
"MAN [ON RADIO]","If Dean is listening or anyone has"
"MAN [ON RADIO]","any knowledge of his whereabouts..."
"MAN [ON RADIO]","...his parents and sisters"
"MAN [ON RADIO]","are desperate for news."
"MAN [ON RADIO]","Meanwhile, a Muggle family of five"
"MAN [ON RADIO]","has been found dead in their home."
"VOLDEMORT [WHISPERS IN VOICEOVER]","You know the spell, Harry."
"VOLDEMORT [WHISPERS IN VOICEOVER]","[GASPS]"
"VOLDEMORT [WHISPERS IN VOICEOVER]","Tell me."
"VOLDEMORT [WHISPERS IN VOICEOVER]","Tell me, Gregorovitch."
"GREGOROVITCH","It was stolen from me."
"GREGOROVITCH","Who was he? The thief?"
"GREGOROVITCH","It was a boy. It was he who took it."
"GREGOROVITCH","I never saw it again."
"GREGOROVITCH","I swear on my life."
"GREGOROVITCH","I believe you."
"GREGOROVITCH","[GREGOROVITCH WHIMPERING]"
"VOLDEMORT","Avada Kedavra!"
"VOLDEMORT","[MAN SPEAKING INDISTINCTLY"
"VOLDEMORT","ON RADIO]"
"VOLDEMORT","I thought it had stopped."
"VOLDEMORT","You can't keep letting him in, Harry."
"HARRY","You-Know-Who has found Gregorovitch."
"HARRY","The wandmaker?"
"HARRY","He wants something"
"HARRY","that Gregorovitch used to have..."
"HARRY","...but I don't know what."
"HARRY","But he wants it desperately."
"HARRY","I mean, it's as if his life depends on it."
"HARRY","[STATIC CRACKLES ON RADIO]"
"HERMIONE","Don't."
"HERMIONE","- It comforts him."
"HERMIONE","- It sets my teeth on edge."
"HERMIONE","What's he expecting to hear,"
"HERMIONE","good news?"
"HERMIONE","the fall of the Ministry was shocking."
"HERMIONE","I think he just hopes"
"HERMIONE","he doesn't hear bad news."
"HERMIONE","We promise"
"HERMIONE","to remain your eyes and ears--"
"HERMIONE","How long before he can travel?"
"HERMIONE","--bringing you news when we can,"
"HERMIONE","from wherever we can."
"HERMIONE","I'm doing everything I can."
"HERMIONE","You're not doing enough!"
"HERMIONE","Take it off."
"HERMIONE","I said, take it off now."
"HERMIONE","- Better?"
"HERMIONE","- Loads."
"HERMIONE","We'll take it in turns, okay?"
"HERMIONE","[TWIG SNAPS]"
"HERMIONE","[RADIO SIGNAL WAVERING]"
"HERMIONE","his invention currently has one short."
"And now, other news","Severus Snape, newly-appointed"
"And now, other news","headmaster of Hogwarts..."
"And now, other news","...has decreed that all students"
"And now, other news","must conform to the latest house rules."
"And now, other news","[RUSTLING]"
"And now, other news","Hogwarts bears little resemblance to the"
"And now, other news","school under Dumbledore's leadership."
"And now, other news","Snape's curriculum is severe,"
"And now, other news","reflecting the wishes of the Dark Lord..."
"And now, other news","...and infractions are dealt with harshly"
"And now, other news","by the two Death Eaters on staff."
"And now, other news","[RUSTLING]"
"And now, other news","What's that?"
"And now, other news","What's that smell?"
"And now, other news","[SNIFFS]"
"And now, other news","[MAN GRUNTS]"
"And now, other news","- It's heavy."
"SCABIOR","Oh, sorry. Do you want me to carry it?"
"SCABIOR","[SIGHING]"
"SCABIOR","Numpty."
"SCABIOR","[SCABIOR CHUCKLES]"
"HARRY","Snatchers."
"HARRY","Good to know your enchantments work."
"HARRY","He could smell it. My perfume."
"HARRY","I've told you..."
"HARRY","...Ron isn't strong enough to Apparate."
"HARRY","Well, then, we'll go on foot."
"HARRY","And next time, Hermione, as much as"
"HARRY","I like your perfume, just don't wear any."
"HARRY","of missing witches and wizards."
"HARRY","These are confirmed."
"HARRY","Thankfully, the list is short today."
"HARRY","Jason and Alison Denbright."
"HARRY","Oh. Thank you."
"HARRY","Bella, Jake, Charlie, and Madge Farley."
"HARRY","Joe Laurie."
"HARRY","Eleanor Sarah Gibbs."
"HARRY","Harry and Bronwyn Trigg."
"HARRY","Rob and Ellie Dowson."
"HARRY","Georgia Clark-Day."
"HARRY","Joshua Flexson."
"HARRY","George Coutas."
"HARRY","Gabriella and Emily Mather."
"HARRY","Jacob and Mimi Erland."
"HARRY","William and Brian Gallagher."
"HARRY","what he's doing, does he?"
"HARRY","None of us do."
"HARRY","[RADIO SIGNAL WAVERING]"
"HARRY","Toby and Olivia Gleaves."
"HARRY","Katie and James Killick."
"HARRY","Elsie Valentine Schroeder."
"HARRY","Jennifer Winston."
"HARRY","Tamsin and lola Hillicker."
"HARRY","Scarlet and Kitty Sharp."
"HARRY","[SCISSORS SNIPPING]"
"HARRY","[RAINDROPS PATTERING]"
"HARRY","Oh, my God."
"HARRY","What?"
"HERMIONE","I'll tell you in a minute."
"HARRY","Maybe you could tell me now."
"HARRY","The sword of Gryffindor,"
"HARRY","it's goblin-made."
"HARRY","Brilliant."
"HARRY","No, you don't understand."
"HARRY","Dirt and rust have no effect"
"HARRY","on the blade."
"HARRY","It only takes in"
"HARRY","that which makes it stronger."
"HARRY","Okay."
"HARRY","Harry, you've already destroyed"
"HARRY","one Horcrux, right?"
"HARRY","Tom Riddle's diary"
"HARRY","in the Chamber of Secrets."
"HARRY","With a Basilisk fang."
"HARRY","If you tell me you've got one of those..."
"HARRY","- ...in that bloody beaded bag of yours...."
"HARRY","- Don't you see?"
"HARRY","In the Chamber of Secrets, you stabbed"
"HARRY","the Basilisk with the sword of Gryffindor."
"HARRY","Its blade is impregnated"
"HARRY","with Basilisk venom."
"HARRY","It only takes in"
"HARRY","that which makes it stronger."
"HARRY","- Exactly, which is why--"
"HARRY","- It can destroy Horcruxes."
"HARRY","That's why Dumbledore left it to you"
"HARRY","in his will."
"HARRY","You are brilliant, Hermione. Truly."
"HARRY","Actually, I'm highly logical, which"
"HARRY","allows me to look past extraneous detail..."
"HARRY","...and perceive clearly"
"HARRY","that which others overlook."
"HARRY","Yeah, there's only one problem,"
"HARRY","of course."
"RON","The sword was stolen."
"RON","Yeah, I'm still here."
"RON","But you two carry on."
"RON","Don't let me spoil the fun."
"RON","- What's wrong?"
"RON","- Wrong? Nothing's wrong."
"RON","Not according to you, anyway."
"RON","Look, if you've got something to say,"
"RON","don't be shy. Spit it out."
"RON","All right, I'll spit it out."
"RON","But don't expect me to be grateful..."
"RON","...because there's another damn thing"
"RON","we've gotta find."
"RON","I thought you knew"
"RON","what you signed up for."
"RON","Yeah. I thought I did too."
"RON","Well then, I'm sorry,"
"RON","but I don't quite understand."
"RON","What part of this isn't living up"
"RON","to your expectations?"
"RON","Did you think we were gonna"
"RON","be staying in a hotel?"
"RON","Finding a Horcrux every other day?"
"RON","Thought you'd be back by Christmas?"
"RON","I just thought, after all this time..."
"RON","...we would've achieved something."
"RON","I thought you knew what you were doing."
"RON","I thought Dumbledore told you"
"RON","something worthwhile."
"RON","- I thought you had a plan."
"RON","- I told you everything Dumbledore told me."
"RON","In case you haven't noticed,"
"RON","we found a Horcrux."
"RON","Yeah, and we're as close to getting rid of it"
"RON","as we are to finding the rest of them."
"RON","Ron. Please, take--"
"RON","Take the Horcrux off."
"RON","You wouldn't be saying this..."
"RON","...if you hadn't been wearing it all day."
"RON","Want to know why I listen to that radio?"
"RON","To make sure I don't hear Ginny's name,"
"RON","or Fred, or George or Mom."
"RON","You think I'm not listening?"
"RON","You think I don't know how this feels?!"
"RON","No, you don't know how it feels!"
"RON","Your parents are dead."
"RON","You have no family."
"RON","Go, then!"
"RON","Fine."
"RON","Ron."
"RON","And you?"
"RON","Are you coming or you staying?"
"RON","Fine. I get it."
"RON","I saw you two the other night."
"RON","Ron, that's-- That's nothing."
"RON","Ron--"
"RON","Ron, where are you going?"
"RON","Please, come back."
"RON","Ron."
"RON","Ron!"
"RON","[WHOOSH]"
"HARRY","Salvio Hexia."
"HARRY","Repellum Muggletum."
"HARRY","Salvio Hexia."
"HARRY","[RADIO SIGNAL WAVERING]"
"HARRY","[ON RADIO]"
"HARRY","Poor old Jim's white as a ghost"
"HARRY","He's found the answer that we lost"
"HARRY","We're all weeping now"
"HARRY","Weeping because"
"HARRY","There ain't nothing we can do"
"HARRY","To protect you"
"HARRY","O children"
"HARRY","Lift up your voice"
"HARRY","Lift up your voice"
"HARRY","Children"
"HARRY","Rejoice, rejoice"
"HARRY","Hey, little train, we're jumping on"
"HARRY","The train that goes to the kingdom"
"HARRY","We're happy, Ma"
"HARRY","We're having fun"
"HARRY","And the train ain't even left the station"
"HARRY","Hey, little train, wait for me"
"HARRY","I once was blind but now I see"
"HARRY","Have you left a seat for me?"
"HARRY","Is that such a stretch of the imagination?"
"HARRY","Hey, little train, wait for me"
"HARRY","I was held in chains but now I'm free"
"HARRY","I'm hanging in there"
"HARRY","Don't you see?"
"HARRY","In this process of elimination"
"HARRY","Hey, little train, we're jumping on"
"HARRY","The train that goes to the kingdom"
"HARRY","We're happy, Ma"
"HARRY","We're having fun"
"HARRY","It's beyond my wildest expectation"
"HARRY","Hey, little train, we're jumping on"
"HARRY","The train that goes to the kingdom"
"HARRY","We're happy, Ma"
"HARRY","We're having fun"
"HARRY","The train ain't even left the station"
"HARRY","[WHIRRING]"
"HARRY","Hermione."
"HARRY","Hermione? You were right."
"HARRY","Snitches have flesh memories..."
"HARRY","...but I didn't catch the first Snitch"
"HARRY","with my hand, I almost swallowed it."
"HARRY","#VALUE!"
"HARRY","- What do you think that means?"
"HARRY","I don't know."
"HARRY","I found something as well."
"HARRY","At first I thought it was an eye,"
"HARRY","but now I don't think it is."
"HARRY","It isn't a rune, and it isn't anywhere"
"HARRY","in Spellman's Syllabary."
"HARRY","Somebody inked it in."
"HARRY","It isn't part of the book. Somebody drew it."
"HARRY","at Bill and Fleur's wedding."
"HARRY","Why would someone draw it"
"HARRY","in a children's book?"
"HARRY","Look, Hermione, I've been thinking."
"HARRY","I want to go to Godric's Hollow."
"HARRY","It's where I was born."
"HARRY","It's where my parents died."
"HARRY","That's exactly where he'll expect you to go"
"HARRY","because it means something to you."
"HARRY","Yeah, but it means something to him too,"
"HARRY","Hermione."
"HARRY","You-Know-Who almost died there."
"HARRY","I mean, isn't that exactly the type of place"
"HARRY","he'd be likely to hide a Horcrux?"
"HARRY","It's dangerous, Harry."
"HARRY","[HERMIONE SIGHS]"
"HARRY","But even I have to admit, recently"
"HARRY","I've been thinking we'll have to go there."
"HARRY","I think it's possible"
"HARRY","something else is hidden there."
"HARRY","What?"
"HERMIONE","The sword."
"HERMIONE","If Dumbledore wanted you to find it,"
"HERMIONE","but didn't want it in the Ministry's hands..."
"HERMIONE","...where better to hide it than"
"HERMIONE","the birthplace of the founder of Gryffindor?"
"HERMIONE","Hermione...."
"HERMIONE","Don't ever let me"
"HERMIONE","give you a haircut again."
"HERMIONE","I still think we should've used"
"HERMIONE","Polyjuice Potion."
"HERMIONE","No."
"HERMIONE","This is where I was born."
"HERMIONE","I'm not returning as someone else."
"HERMIONE","[BELL TOLLING]"
"MAN","Good night. Ha-ha-ha."
"MAN","Harry, I think it's Christmas Eve."
"MAN","Listen."
"MAN","[CHOIR SINGING INDISTINCTLY]"
"MAN","Do you think they'd be in there,"
"MAN","Hermione?"
"MAN","My mom and dad."
"MAN","Yeah, I think they would."
"HERMIONE","""Ignotus Peverell."""
"HERMIONE","Hey, Harry?"
"HERMIONE","Merry Christmas, Hermione."
"HERMIONE","Merry Christmas, Harry."
"HERMIONE","[WHISPERS] Harry, there's someone"
"HERMIONE","watching us. By the church."
"HERMIONE","I think I know who that is."
"HERMIONE","I don't like this, Harry."
"HERMIONE","Dumbledore. She might have the sword."
"HERMIONE","[IN NORMAL VOICE]"
"HERMIONE","This is where they died, Hermione."
"HERMIONE","This is where he murdered them."
"HERMIONE","[FLY BUZZES]"
"HERMIONE","You're Bathilda, aren't you?"
"HARRY","Here, let me do that."
"HARRY","Miss Bagshot, who is this man?"
"HARRY","[WHISPERS]"
"HARRY","Harry."
"HARRY","Lumos."
"HARRY","[INSECT BUZZES]"
"HARRY","[CHITTERS]"
"HARRY","[SPEAKING IN PARSELTONGUE]"
"HARRY","[SPEAKING IN PARSELTONGUE]"
"HARRY","[INSECTS BUZZING]"
"HARRY","[HISSING]"
"HERMIONE [IN NORMAL VOICE]","Harry!"
"HERMIONE [IN NORMAL VOICE]","[GRUNTING]"
"HERMIONE [IN NORMAL VOICE]","[GRUNTS]"
"HERMIONE [IN NORMAL VOICE]","[HARRY PANTING]"
"HERMIONE [IN NORMAL VOICE]","[YELLS]"
"HERMIONE [IN NORMAL VOICE]","Confringo!"
"HERMIONE [IN NORMAL VOICE]","[HARRY SIGHING]"
"HERMIONE [IN NORMAL VOICE]","Are you feeling better?"
"HERMIONE [IN NORMAL VOICE]","You've outdone yourself this time,"
"HERMIONE [IN NORMAL VOICE]","Hermione."
"HERMIONE [IN NORMAL VOICE]","The Forest of Dean."
"HERMIONE [IN NORMAL VOICE]","I came here once with Mom and Dad,"
"HERMIONE [IN NORMAL VOICE]","years ago."
"HERMIONE [IN NORMAL VOICE]","It's just how I remember it."
"HERMIONE [IN NORMAL VOICE]","The trees, the river, everything."
"HERMIONE [IN NORMAL VOICE]","Like nothing's changed."
"HERMIONE [IN NORMAL VOICE]","Not true, of course."
"HERMIONE [IN NORMAL VOICE]","Everything's changed."
"HERMIONE [IN NORMAL VOICE]","If I brought my parents back here now,"
"HERMIONE [IN NORMAL VOICE]","they probably wouldn't recognize any of it."
"HERMIONE [IN NORMAL VOICE]","Not the trees, not the river..."
"HERMIONE [IN NORMAL VOICE]","...not even me."
"HERMIONE [IN NORMAL VOICE]","Maybe we should just stay here, Harry."
"HERMIONE [IN NORMAL VOICE]","Grow old."
"HERMIONE [IN NORMAL VOICE]","You wanted to know"
"HERMIONE [IN NORMAL VOICE]","who the boy in the photograph was."
"HERMIONE [IN NORMAL VOICE]","I know."
"HERMIONE [IN NORMAL VOICE]","Gellert Grindelwald."
"HERMIONE [IN NORMAL VOICE]","in Gregorovitch's Wand Shop."
"HERMIONE [IN NORMAL VOICE]","Speaking of which, where is my wand?"
"HERMIONE [IN NORMAL VOICE]","Where's my wand, Hermione?"
"HERMIONE [IN NORMAL VOICE]","As we were leaving Godric's Hollow,"
"HERMIONE [IN NORMAL VOICE]","I cast a curse and it rebounded."
"HERMIONE [IN NORMAL VOICE]","I'm sorry."
"HERMIONE [IN NORMAL VOICE]","- I tried to mend it, but wands are different."
"HERMIONE [IN NORMAL VOICE]","- It's done."
"HERMIONE [IN NORMAL VOICE]","Leave me yours."
"HERMIONE [IN NORMAL VOICE]","Go inside and get warm."
"HERMIONE [IN NORMAL VOICE]","I'll take the locket as well."
"DUMBLEDORE","Trust me."
"HARRY","Lumos."
"HARRY","Accio sword."
"HARRY","Diffindo."
"HARRY","[PANTING]"
"HARRY","[MUFFLED GRUNTING]"
"HARRY","[HARRY GASPS THEN PANTING]"
"HARRY","- Are you mental?"
"HARRY","It was you?"
"HARRY","Well, yeah. Bit obvious, I think."
"HARRY","And you cast the doe as well, did you?"
"HARRY","- No, I thought that was you."
"HARRY","- No, my Patronus is a stag."
"HARRY","Right. Yeah. Antlers."
"HARRY","Okay, Ron. Do it."
"HARRY","I can't handle it. That thing affects me"
"HARRY","more than it affects you and Hermione."
"HARRY","- All the more reason."
"HARRY","- No. I can't."
"HARRY","Then why are you here?"
"HARRY","Why did you come back?"
"HARRY","Now, I'll have to speak to it in order for it"
"HARRY","to open. When it does, don't hesitate."
"HARRY","I don't know what's in there,"
"HARRY","but it'll put up a fight."
"HARRY","The bit of Riddle that was in that diary"
"HARRY","tried to kill me."
"HARRY","[CHITTERING]"
"HARRY","All right."
"HARRY","One..."
"HARRY","...two..."
"HARRY","...three."
"HARRY","[SPEAKING IN PARSELTONGUE]"
"HARRY","[SNARLS THEN ROARING]"
"HARRY","[HIGH-PITCHED WHISTLING]"
"VOLDEMORT","I have seen your heart, and it is mine."
"VOLDEMORT","I have seen your dreams,"
"VOLDEMORT","Ronald Weasley..."
"VOLDEMORT","...and I have seen your fears."
"VOLDEMORT","Least loved by your mother,"
"VOLDEMORT","who craved a daughter."
"VOLDEMORT","Least loved by the girl"
"VOLDEMORT","who prefers your friend."
"HARRY","Ron, kill it!"
"HARRY","We were better without you."
"HARRY","Happier without you."
"HARRY","Who could look at you"
"HARRY","compared to Harry Potter?"
"HARRY","What are you"
"HARRY","compared with the Chosen One?"
"HARRY","Ron, it's lying!"
"HARRY","Your mother confessed"
"HARRY","she would have preferred me as a son."
"HARRY","What woman would take you?"
"HARRY","You are nothing."
"HARRY","Nothing."
"HARRY","Nothing compared to him."
"HARRY","[RON YELLS]"
"HARRY","[PANTING]"
"HARRY","[PANTING]"
"RON","Just think..."
"RON","...only three to go."
"HARRY","Hermione?"
"HARRY","Hermione?"
"HARRY","Is everything all right?"
"HARRY","It's fine."
"HARRY","Actually, you know, it's more than fine."
"HARRY","Hey."
"HARRY","You complete ass, Ronald Weasley!"
"HARRY","You show up here after weeks,"
"HARRY","and you say ""hey""?"
"HARRY","- Where's my wand? Where's my wand?"
"HARRY","- I don't know."
"HARRY","- Harry Potter, give me my wand."
"HARRY","- I don't have it."
"HARRY","- How come he's got your wand?"
"HARRY","- Never mind why he's got my wand."
"HARRY","What is that?"
"HARRY","You destroyed it."
"HARRY","And how is it that you just happen"
"HARRY","to have the sword of Gryffindor?"
"HARRY","It's a long story."
"HARRY","- Don't think this changes anything."
"HARRY","- Oh, of course not."
"HARRY","I only just destroyed a bloody Horcrux."
"HARRY","Why would that change anything?"
"HARRY","Look, I wanted to come back"
"HARRY","as soon as I left."
"HARRY","- I just didn't know how to find you."
"HARRY","With this. It doesn't just turn off lights."
"HARRY","I don't know how it works, but Christmas"
"HARRY","morning I was sleeping in this little pub..."
"HARRY","...keeping away from some Snatchers..."
"HARRY","...and I heard it."
"HARRY","It?"
"HARRY","A voice..."
"HARRY","...your voice, Hermione..."
"HARRY","...coming out of it."
"HARRY","- And what exactly did I say, may I ask?"
"HARRY","- My name."
"HARRY","Just my name."
"HARRY","Like a whisper."
"HARRY","So I took it, clicked it,"
"HARRY","and this tiny ball of light appeared."
"HARRY","And I knew."
"HARRY","And sure enough, it floated toward me,"
"HARRY","the ball of light..."
"HARRY","...went right to my chest,"
"HARRY","straight through me. Right here."
"HARRY","And I knew it was gonna take me"
"HARRY","where I needed to go, so I Disapparated..."
"HARRY","...and came to this hillside."
"HARRY","It was dark. I had no idea where I was."
"HARRY","I just hoped"
"HARRY","that one of you would show yourself."
"HARRY","And you did."
"HARRY","I've always liked these flames"
"HARRY","Hermione makes."
"HARRY","How long do you reckon"
"HARRY","she'll stay mad at me?"
"HARRY","Well, just keep talking about that"
"HARRY","little ball of light touching your heart..."
"HARRY","...and she'll come round."
"HARRY","It was true. Every word."
"HARRY","This is gonna sound crazy..."
"HARRY","...but I think that's why Dumbledore"
"HARRY","left it to me, the Deluminator."
"HARRY","I think he knew that somehow I'd need it"
"HARRY","to find my way back, and she'd lead me."
"HARRY","Bloody hell, I just realized,"
"HARRY","you need a wand, don't you?"
"HARRY","- Yeah."
"HARRY","- I've got one here."
"HARRY","It's a blackthorn. Ten inches."
"HARRY","Nothing special, but I reckon it'll do."
"HARRY","Took if off a Snatcher"
"HARRY","a couple of weeks ago."
"HARRY","Don't tell Hermione this,"
"HARRY","but they're a bit dim, Snatchers."
"HARRY","This one was definitely part troll,"
"HARRY","the smell of him."
"HARRY","Engorgio."
"HARRY","- Reducio!"
"HARRY","- Nothing."
"HARRY","- Nothing."
"HARRY","We need to talk."
"HARRY","Yeah, all right."
"HARRY","- I want to go see Xenophilius Lovegood."
"HARRY","- Sorry?"
"HARRY","See this?"
"HARRY","It's a letter Dumbledore wrote"
"HARRY","to Grindelwald. Look at the signature."
"HARRY","It's the mark again."
"HARRY","It keeps cropping up."
"HARRY","In Beedle the Bard,"
"HARRY","in the graveyard in Godric's Hollow."
"HARRY","It was there too."
"HARRY","- Where?"
"HARRY","But what does it mean?"
"HARRY","Look, you've got no idea where"
