"left","right"
"HARRY","the next Horcrux is, and neither do I..."
"HARRY","...but this, this means something."
"HARRY","- I'm sure of it."
"HARRY","- Yeah. Hermione's right."
"HARRY","We ought to see Lovegood."
"HARRY","Let's vote on it. Those in favor?"
"HARRY","You're not still mad at him, are you?"
"HARRY","I'm always mad at him."
"RON","Luna."
"HERMIONE & HARRY","Luna."
"HERMIONE & HARRY","[KNOCKING]"
"HERMIONE & HARRY","""Keep off the dirigible plums."""
"HERMIONE & HARRY","What is it? Who are you?"
"HERMIONE & HARRY","What do you want?"
"HERMIONE & HARRY","Hello, Mr. Lovegood. I'm Harry Potter."
"HERMIONE & HARRY","We met a few months ago."
"HERMIONE & HARRY","Could we come in?"
"HERMIONE & HARRY","- Luna?"
"HERMIONE & HARRY","She'll be along."
"HERMIONE & HARRY","So how can I help you, Mr. Potter?"
"HERMIONE & HARRY","Well, actually...."
"HERMIONE & HARRY","It was about something you were wearing"
"HERMIONE & HARRY","round your neck at the wedding. A symbol."
"HERMIONE & HARRY","You mean this?"
"HERMIONE & HARRY","Yes."
"HERMIONE & HARRY","That exactly."
"HERMIONE & HARRY","What we've wondered is, what is it?"
"HERMIONE & HARRY","What is it?"
"HERMIONE & HARRY","Well, it's the sign of the Deathly Hallows,"
"HERMIONE & HARRY","of course."
"HERMIONE & HARRY","- The what?"
"HERMIONE & HARRY","The Deathly Hallows."
"HERMIONE & HARRY","I assume you're all familiar with"
"HERMIONE & HARRY","""The Tale of the Three Brothers."""
"HERMIONE & HARRY","- No."
"HERMIONE","I have it in here."
"HERMIONE","""There were once three brothers..."
"HERMIONE","...who were traveling along a lonely,"
"HERMIONE","winding road at twilight."""
"HERMIONE","Midnight. Mom always said ""midnight."""
"HERMIONE","But ""twilight's"" fine. Better, actually."
"HERMIONE","Do you want to read it?"
"RON","No. It's fine."
"HERMIONE","""There were once three brothers..."
"HERMIONE","...who were traveling along a lonely,"
"HERMIONE","winding road at twilight."
"HERMIONE","In time, the brothers reached a river"
"HERMIONE","too treacherous to pass."
"HERMIONE","But being learned in the magical arts..."
"HERMIONE","...the three brothers simply"
"HERMIONE","waved their wands and made a bridge."
"HERMIONE","Before they could cross, however..."
"HERMIONE","...they found their path blocked"
"HERMIONE","by a hooded figure."
"HERMIONE","It was Death, and he felt cheated."
"HERMIONE","Cheated because travelers would"
"HERMIONE","normally drown in the river."
"HERMIONE","But Death was cunning."
"HERMIONE","He pretended to congratulate"
"HERMIONE","the three brothers on their magic..."
"HERMIONE","...and said that each had earned a prize for"
"HERMIONE","having been clever enough to evade him."
"HERMIONE","The oldest asked for a wand"
"HERMIONE","more powerful than any in existence."
"HERMIONE","So Death fashioned him one"
"HERMIONE","from an elder tree that stood nearby."
"HERMIONE","The second brother decided he wanted"
"HERMIONE","to humiliate Death even further..."
"HERMIONE","...and asked for the power"
"HERMIONE","to recall loved ones from the grave."
"HERMIONE","So Death plucked a stone from the river"
"HERMIONE","and offered it to him."
"HERMIONE","Finally,"
"HERMIONE","Death turned to the third brother."
"HERMIONE","A humble man..."
"HERMIONE","...he asked for something that would"
"HERMIONE","allow him to go forth from that place..."
"HERMIONE","...without being followed by Death."
"HERMIONE","And so it was that Death reluctantly"
"HERMIONE","handed over his own Cloak of Invisibility."
"HERMIONE","The first brother traveled"
"HERMIONE","to a distant village..."
"HERMIONE","...where, with the Elder Wand in hand..."
"HERMIONE","...he killed a wizard"
"HERMIONE","with whom he had once quarreled."
"HERMIONE","Drunk with the power"
"HERMIONE","that the Elder Wand had given him..."
"HERMIONE","...he bragged of his invincibility."
"HERMIONE","But that night,"
"HERMIONE","another wizard stole the wand..."
"HERMIONE","...and slit the brother's throat"
"HERMIONE","for good measure."
"HERMIONE","And so Death took the first brother"
"HERMIONE","for his own."
"HERMIONE","The second brother journeyed"
"HERMIONE","to his home..."
"HERMIONE","...where he took the stone"
"HERMIONE","and turned it thrice in hand."
"HERMIONE","To his delight, the girl he'd once hoped"
"HERMIONE","to marry before her untimely death..."
"HERMIONE","...appeared before him."
"HERMIONE","Yet, soon she turned sad and cold"
"HERMIONE","for she did not belong in the mortal world."
"HERMIONE","Driven mad with hopeless longing..."
"HERMIONE","...the second brother killed himself"
"HERMIONE","so as to join her."
"HERMIONE","And so Death took the second brother."
"HERMIONE","As for the third brother..."
"HERMIONE","...Death searched for many years"
"HERMIONE","but was never able to find him."
"HERMIONE","Only when he attained a great age"
"HERMIONE","did the youngest brother..."
"HERMIONE","...shed the Cloak of Invisibility"
"HERMIONE","and give it to his son."
"HERMIONE","He then greeted Death as an old friend"
"HERMIONE","and went with him gladly..."
"HERMIONE","...departing this life as equals."""
"HERMIONE","[SQUAWKING]"
"HERMIONE","Those are the Deathly Hallows."
"HERMIONE","I'm sorry, sir."
"HERMIONE","I still don't quite understand."
"HERMIONE","[MUMBLING]"
"HERMIONE","Where's that pen I had?"
"HERMIONE","The Elder Wand."
"HERMIONE","The most powerful wand ever made."
"HERMIONE","The Resurrection Stone."
"HERMIONE","The Cloak of Invisibility."
"HERMIONE","Together, they make the Deathly Hallows."
"HERMIONE","Together, they make one"
"HERMIONE","master of Death."
"HERMIONE","That mark was on a grave"
"HERMIONE","in Godric's Hollow."
"HERMIONE","Uh, Mr. Lovegood,"
"HERMIONE","does the Peverell Family..."
"HERMIONE","...have anything to do"
"HERMIONE","with the Deathly Hallows?"
"HERMIONE","Uh-- Uh--"
"HERMIONE","Ignotus-- Excuse me. --and his brothers,"
"HERMIONE","Cadmus and Antioch..."
"HERMIONE","...are thought to be the original owners"
"HERMIONE","of the Hallows..."
"HERMIONE","...and therefore the inspiration"
"HERMIONE","for the story. Uh-- Uh--"
"HERMIONE","But your tea's gone cold."
"HERMIONE","I'll be right back."
"HERMIONE","Let's go down here."
"HERMIONE","Let's get out of here."
"HERMIONE","I'm not drinking any more of that stuff,"
"HERMIONE","hot or cold."
"HERMIONE","Thank you, sir."
"HERMIONE","- You forgot the water."
"HERMIONE","- Water?"
"HERMIONE","For the tea."
"HERMIONE","Did--? Did I?"
"HERMIONE","[XENOPHILIUS LAUGHING]"
"HERMIONE","How silly of me."
"HERMIONE","It's no matter."
"HERMIONE","We really should be going anyway."
"HERMIONE","No, you can't!"
"HERMIONE","[MUMBLING]"
"HARRY","Sir?"
"HARRY","You're my only hope."
"HARRY","They were angry, you see,"
"HARRY","about what I'd been writing."
"HARRY","So they took her."
"HARRY","They took my Luna."
"HARRY","My Luna."
"HARRY","But it's really you they want."
"HARRY","Who took her, sir?"
"HARRY","Voldemort."
"HARRY","[SHRIEKING]"
"HARRY","[HERMIONE SHRIEKS]"
"HARRY","Stop! I've got him!"
"HARRY","[GROANS]"
"HARRY","That treacherous little bleeder."
"HARRY","Is there no one we can trust?"
"HARRY","They kidnapped her"
"HARRY","because he supported me."
"HARRY","He was just desperate."
"HARRY","I'll do the enchantments."
"HARRY","Hello, beautiful."
"HARRY","Well, don't hang about, snatch them."
"HARRY","[ALL PANTING]"
"HARRY","[HERMIONE YELLS]"
"HARRY","[GRUNTS]"
"HARRY","[GRUNTING]"
"HARRY","[GROANS]"
"VOLDEMORT","Harry."
"VOLDEMORT","Tell me, Grindelwald."
"VOLDEMORT","Tell me where it is."
"VOLDEMORT","Grindelwald. Grindelwald. Grindelwald."
"VOLDEMORT","Hello, Tom."
"VOLDEMORT","I knew you would come one day..."
"VOLDEMORT","...but surely you must know"
"VOLDEMORT","I no longer have what you seek."
"VOLDEMORT","- Tell me, Grindelwald. Tell me where it is."
"VOLDEMORT","- Ha-ha-ha."
"VOLDEMORT","Tell me who possesses it."
"VOLDEMORT","The Elder Wand lies with him,"
"VOLDEMORT","of course..."
"VOLDEMORT","...buried in the earth."
"VOLDEMORT","Dumbledore."
"VOLDEMORT","[PANTING THEN SIGHS]"
"HARRY","The Hallows exist..."
"HARRY","...but he's only after one of them,"
"HARRY","the last one. He knows where it is."
"HARRY","He's gonna have it by the end of the night."
"HARRY","You-Know-Who's found the Elder Wand."
"HARRY","- Don't touch her. Unh!"
"SCABIOR","Your boyfriend will get worse than that..."
"SCABIOR","Get off me."
"SCABIOR","...if he doesn't learn to behave himself."
"SCABIOR","[HARRY & RON GRUNTING]"
"SCABIOR","What happened to you, ugly?"
"SCABIOR","No, not you."
"SCABIOR","- What's your name?"
"SCABIOR","- Dudley. Vernon Dudley."
"SCABIOR","Check it."
"SCABIOR","[HERMIONE GRUNTING]"
"SCABIOR","And you, my lovely..."
"SCABIOR","...what do they call you?"
"SCABIOR","Penelope Clearwater, half-blood."
"SCABIOR","[SNIFFS]"
"SCABIOR","There's no Vernon Dudley on here."
"SCABIOR","The list says you're lying."
"SCABIOR","How come you don't want us"
"SCABIOR","to know who you are?"
"SCABIOR","The list's wrong. I told you who I am."
"SCABIOR","Change of plan."
"SCABIOR","We're not taking this lot to the Ministry."
"BELLATRIX [WHISPERS]","Get Draco."
"BELLATRIX [WHISPERS]","[GRUNTS AND PANTS]"
"BELLATRIX","Well?"
"BELLATRIX","- [WHISPERS] Draco. Look closely, son."
"BELLATRIX","If we are the ones"
"BELLATRIX","to hand Potter over to the Dark Lord..."
"BELLATRIX","...everything would be forgiven."
"BELLATRIX","All would be as it was, you understand?"
"BELLATRIX","Now, we won't be forgetting who"
"BELLATRIX","actually caught him, I hope, Mr. Malfoy."
"BELLATRIX","[IN NORMAL VOICE] You dare to"
"BELLATRIX","talk to me like that in my own house?"
"BELLATRIX","Lucius."
"BELLATRIX","[IN NORMAL VOICE]"
"BELLATRIX","Don't be shy, sweetie. Come over."
"BELLATRIX","Now, if this isn't who we think it is, Draco,"
"BELLATRIX","and we call him, he'll kill us all."
"BELLATRIX","We need to be absolutely sure."
"BELLATRIX","What's wrong with his face?"
"BELLATRIX","Yes, what is wrong with his face?"
"SCABIOR","He came to us like that."
"SCABIOR","Something he picked up in the forest,"
"SCABIOR","I reckon."
"SCABIOR","Or ran into a Stinging Jinx."
"SCABIOR","Was it you, dearie?"
"SCABIOR","Give me her wand."
"SCABIOR","We'll see what her last spell was."
"SCABIOR","Ah. Got you."
"SCABIOR","[LAUGHING THEN GASPS]"
"SCABIOR","What is that?"
"SCABIOR","Where'd you get that from?"
"SCABIOR","It was in her bag when we searched her."
"SCABIOR","Reckon it's mine now."
"SCABIOR","[BELLATRIX GRUNTING]"
"SCABIOR","[HISSES]"
"SCABIOR","Are you mad?"
"SCABIOR","[GROANING AND CHOKING]"
"SCABIOR","Go! Get out!"
"SCABIOR","Cissy, put the boys in the cellar."
"SCABIOR","I want to have a little conversation"
"SCABIOR","with this one, girl-to-girl."
"SCABIOR","[BOTH GRUNT]"
"SCABIOR","[DOOR CLOSES]"
"SCABIOR","What are we gonna do?"
"SCABIOR","We can't leave Hermione alone with her."
"GIRL","Ron?"
"GIRL","Harry?"
"GIRL","Luna?"
"GIRL","That sword is meant to be in my vault"
"GIRL","at Gringotts. How did you get it?"
"GIRL","What else did you and your friends take"
"GIRL","from my vault?!"
"GIRL","[SOBBING] I didn't take anything. Please."
"GIRL","I didn't take anything."
"GIRL","I don't believe it."
"GIRL","[SCREAMING]"
"GIRL","[BELLATRIX LAUGHS]"
"GIRL","We have to do something."
"GIRL","There's no way out of here."
"GIRL","We've tried everything. It's enchanted."
"LUNA","You're bleeding, Harry."
"LUNA","That's a curious thing"
"LUNA","to keep in your sock."
"LUNA","[HERMIONE CONTINUES SCREAMING]"
"LUNA","Help us."
"LUNA","- Let her go."
"LUNA","You, goblin, come with me."
"LUNA","[DOBBY GRUNTS]"
"LUNA","- Aah!"
"LUNA","- Dobby?"
"LUNA","What are you doing here?"
"LUNA","Dobby has come to rescue"
"LUNA","Harry Potter, of course."
"LUNA","Dobby will always be there"
"LUNA","for Harry Potter."
"LUNA","You can Apparate in and out of this room?"
"LUNA","Could you take us with you?"
"LUNA","Of course, sir. I'm an elf."
"LUNA","Works for me."
"LUNA","Dobby, I want you to take Luna"
"LUNA","and Mr. Ollivander--"
"LUNA","Shell Cottage"
"LUNA","on the outskirts of Tinworth."
"LUNA","Trust me."
"LUNA","Whenever you're ready, sir."
"LUNA","Sir? I like her very much."
"LUNA","[DOBBY MUMBLING]"
"LUNA","Meet me at the top of the stairs"
"LUNA","in 10 seconds."
"LUNA","[GRUNTS]"
"LUNA","Ow."
"LUNA","Who gets his wand?"
"LUNA","ask you once more, goblin."
"LUNA","Think very, very carefully"
"LUNA","before you answer."
"GRIPHOOK","I don't know."
"GRIPHOOK","You don't know?"
"GRIPHOOK","Why weren't you doing your job?"
"GRIPHOOK","Who got into my vault?"
"GRIPHOOK","Who stole it? Who stole it? Well?"
"GRIPHOOK","the sword was there."
"GRIPHOOK","it just walked out on its own then."
"GRIPHOOK","There is no place safer than Gringotts."
"GRIPHOOK","Liar!"
"GRIPHOOK","Consider yourself lucky, goblin."
"GRIPHOOK","The same won't be said for this one."
"GRIPHOOK","Like hell."
"GRIPHOOK","Expelliarmus!"
"GRIPHOOK","Stupefy."
"BELLATRIX","Stop!"
"BELLATRIX","Drop your wands."
"BELLATRIX","I said, drop them!"
"BELLATRIX","Pick them up, Draco, now."
"BELLATRIX","Well, well, well,"
"BELLATRIX","look what we have here."
"BELLATRIX","It's Harry Potter."
"BELLATRIX","He's all bright and shiny and new again,"
"BELLATRIX","just in time for the Dark Lord."
"BELLATRIX","Call him."
"BELLATRIX","Call him."
"BELLATRIX","[SQUEAKING]"
"BELLATRIX","[BELLATRIX YELLS]"
"BELLATRIX","[BOTH GRUNTING]"
"BELLATRIX","Stupefy!"
"BELLATRIX","Stupid elf."
"BELLATRIX","- You could've killed me."
"BELLATRIX","- Dobby never meant to kill."
"BELLATRIX","Dobby only meant to maim"
"BELLATRIX","or seriously injure."
"BELLATRIX","[NARCISSA GRUNTS]"
"BELLATRIX","How dare you take a witch's wand?"
"BELLATRIX","How dare you defy your masters?"
"BELLATRIX","Dobby has no master."
"BELLATRIX","Dobby is a free elf."
"BELLATRIX","And Dobby has come"
"BELLATRIX","to save Harry Potter and his friends."
"BELLATRIX","[WHOOSH]"
"BELLATRIX","[HARRY PANTING]"
"BELLATRIX","Hermione."
"BELLATRIX","You're all right. We're safe."
"BELLATRIX","We're all safe."
"DOBBY","Harry Potter."
"DOBBY","Dobby."
"DOBBY","[DOBBY GROANS]"
"DOBBY","Dobby. No, just-- Hold on."
"DOBBY","Hold on. Look, just hold on, okay?"
"DOBBY","We'll fix you."
"DOBBY","Hermione will have something."
"DOBBY","In your bag. Hermione?"
"DOBBY","Hermione?"
"DOBBY","What is it? Help me."
"DOBBY","Such a beautiful place..."
"DOBBY","...to be with friends."
"DOBBY","Dobby is happy to be with his friend..."
"DOBBY","...Harry Potter."
"DOBBY","We should close his eyes."
"DOBBY","Don't you think?"
"DOBBY","There."
"DOBBY","Now he could be sleeping."
"DOBBY","I want to bury him."
"DOBBY","Properly. Without magic."
"DOBBY","Download only Hindi dubbed audio form"
"DUDLEY"," I still don't understand"
"VERNON"," Because, unh,"
"MAN [ON TV]"," Three and a half thousand"
"SNAPE"," To a safe house."
"VOLDEMORT"," As inspiring"
"HAGRID"," Hello, Harry."
"HARRY"," All right. Wow."
"HAGRID"," You're looking fit."
"HARRY"," I thought you were"
"FRED"," He was never always this handsome."
"LUPIN"," Just remember, Fleur,"
"MOODY"," Straight in here, if you please."
"GEORGE"," Haven't got anything"
"MOODY"," Well, fancy this, you're not you."
"ALL"," Yes?"
"MOODY"," Head for the Burrows."
"DEATH EATER 1"," Which one?"
"DEATH EATER 2"," Where are you?"
"HAGRID"," They were on us right from"
"HAGRID"," The Death Eaters were"
"GINNY"," Ron and Tonks"
"GINNY"," What are you doing?"
"HERMIONE"," Really?"
"SLUGHORN"," Seven?"
"RIDDLE"," Seven...? A Horcrux."
"HARRY"," If you did destroy each Horcrux...."
"DUMBLEDORE"," One destroys Voldemort."
"ARTHUR"," Please pay attention!"
"SCRIMGEOUR"," ""Herein is set forth"
"HARRY"," Excuse me?"
"MURIEL"," My God, boy..."
"HARRY"," Ginny!"
"WAITRESS"," Ahem."
"HERMIONE"," A cappuccino, please."
"VOLDEMORT"," You lied to me."
"OLLIVANDER"," It makes no sense."
"HARRY"," ""I know I will be dead"
"KREACHER"," Blood traitor, Weasley."
"MAN 1"," Snatchers!"
"MAN 2"," Move out of the way."
"MAN 3"," Get out."
"KREACHER"," You...."
"HERMIONE"," Tell the truth."
"MAN"," What? What?"
"GUARD 2"," Come on."
"HARRY"," Are those--?"
"HERMIONE"," Muggles."
"FEMALE VOICE"," Level 1,"
"MAN"," All right, all right."
"UMBRIDGE"," Mary Elizabeth Cattermole?"
"MARY"," Yes."
"UMBRIDGE"," Of 27 Chislehurst Gardens,"
"MARY"," Yes."
"MAN 2"," There he is."
"MAN 3"," Get him!"
"MAN 4"," Stop him!"
"MAN 6"," Watch out."
"MAN 7"," Look out."
"HERMIONE"," Shh."
"HERMIONE"," We were. We were. Shh."
"HERMIONE"," Protego Totalum."
"MAN [ON RADIO]"," --who long expected it,"
"MAN [ON RADIO]"," Finch does admit"
"SCABIOR"," What you doing?"
"MAN"," Yeah, thank you."
"SCABIOR"," Don't be ridiculous. Pick it up."
"MAN [ON RADIO]"," And now for the names"
"RON"," He doesn't know"
"HERMIONE"," Stop. Stop."
"HARRY"," Fine, then go!"
"HARRY"," Luna's dad was wearing that"
"HARRY [WHISPERS]"," Hermione, she knew"
"HARRY"," He's the thief I saw"
"HARRY"," Hermione?"
"HARRY"," Yeah, how did you find us?"
"HERMIONE"," What's going on in there?"
"HARRY"," Outside Gregorovitch's Wand Shop."
"HERMIONE"," Where is Luna?"
"RON & HERMIONE"," The what?"
"RON & HERMIONE"," Yes."
"XENOPHILIUS"," So there you are."
"HERMIONE"," Leave him."
"GREYBACK"," Did you hear that, ugly?"
"DRACO"," I can't be sure."
"HERMIONE"," Please! please!"
"BELLATRIX"," Shut up!"
"WORMTAIL"," Shut up. Get back."
"BELLATRIX"," I'm only going to"
"GRIPHOOK"," When I was last in your vault,"
"BELLATRIX"," Oh, well then, perhaps"
"http","//hindidubaudio.blogspot.in"
