"left","right"
"PERCY","Secure the castle, Mr. Filch."
"PERCY","The rest of you, to the Great Hall."
"PERCY","and the Owlery. There's nothing there."
"PERCY","No sign of Black, nor anywhere else"
"PERCY","in the castle."
"DUMBLEDORE","I didn't really expect him to linger."
"SNAPE","Remarkable feat, don't you think?"
"SNAPE","To enter Hogwarts Castle"
"SNAPE","on one's own..."
"SNAPE","-...completely undetected?"
"SNAPE","Any theories on how he managed it?"
"DUMBLEDORE","Many. Each as unlikely as the next."
"SNAPE","You may recall..."
"SNAPE","...prior to the start of term"
"SNAPE","I expressed concerns..."
"SNAPE","...about your appointment"
"SNAPE","of Professor--"
"SNAPE","Not a single professor inside this castle"
"SNAPE","would help Sirius Black enter it."
"SNAPE","I'm quite convinced"
"SNAPE","the castle is safe..."
"SNAPE","...and l'm more than willing to send"
"SNAPE","the students to their houses."
"SNAPE","Should he be warned?"
"DUMBLEDORE","Perhaps. But for now, let him sleep."
"DUMBLEDORE","For in dreams, we enter a world"
"DUMBLEDORE","that's entirely our own."
"DUMBLEDORE","Let them swim in the deepest ocean"
"DUMBLEDORE","or glide over the highest cloud."
"DUMBLEDORE","Turn to page 394."
"DUMBLEDORE","Excuse me, sir."
"DUMBLEDORE","Where's Professor Lupin?"
"DUMBLEDORE","That's not really your concern,"
"DUMBLEDORE","is it, Potter?"
"DUMBLEDORE","Suffice it to say your professor"
"DUMBLEDORE","finds himself incapable of teaching..."
"DUMBLEDORE","...at the present time."
"DUMBLEDORE","Turn to page 394."
"DUMBLEDORE","Werewolves?"
"DUMBLEDORE","Sir, we just learned about red caps"
"DUMBLEDORE","and hinkypunks."
"DUMBLEDORE","-We're not meant to start that for weeks."
"DUMBLEDORE","-Quiet."
"DUMBLEDORE","When did she come in?"
"DUMBLEDORE","Did you see her come in?"
"DUMBLEDORE","can tell me the difference..."
"DUMBLEDORE","...between an Animagus"
"DUMBLEDORE","and a werewolf?"
"DUMBLEDORE","No one?"
"DUMBLEDORE","-How disappointing."
"DUMBLEDORE","An Animagus is a wizard"
"DUMBLEDORE","who elects to turn into an animal."
"DUMBLEDORE","A werewolf has no choice."
"DUMBLEDORE","With each full moon..."
"DUMBLEDORE","...he no longer remembers who he is."
"DUMBLEDORE","He'd kill his best friend."
"DUMBLEDORE","The werewolf only responds"
"DUMBLEDORE","to the call of its own kind."
"DUMBLEDORE","Thank you, Mr. Malfoy."
"DUMBLEDORE","That's the second time..."
"DUMBLEDORE","...you've spoken out of turn,"
"DUMBLEDORE","Miss Granger."
"DUMBLEDORE","Are you incapable"
"DUMBLEDORE","of restraining yourself..."
"DUMBLEDORE","...or do you take pride in being"
"DUMBLEDORE","an insufferable know-it-all?"
"DUMBLEDORE","-He's got a point, you know."
"DUMBLEDORE","-Five points from Gryffindor."
"DUMBLEDORE","As an antidote to your ignorance,"
"DUMBLEDORE","and on my desk, by Monday morning..."
"DUMBLEDORE","...two rolls of parchment"
"DUMBLEDORE","on the werewolf, with emphasis..."
"DUMBLEDORE","-...on recognizing it."
"DUMBLEDORE","-lt's Quidditch tomorrow."
"DUMBLEDORE","Then l suggest you take extra care,"
"DUMBLEDORE","Mr. Potter."
"DUMBLEDORE","Loss of limb will not excuse you."
"DUMBLEDORE","Page 394."
"DUMBLEDORE","The term ""werewolf""..."
"DUMBLEDORE","...is a contraction"
"DUMBLEDORE","of the Anglo-Saxon word ""wer""..."
"DUMBLEDORE","...which means ""man,"" and ""wolf."""
"DUMBLEDORE","Werewolf, man-wolf."
"DUMBLEDORE","There are several ways"
"DUMBLEDORE","to become a werewolf."
"DUMBLEDORE","They include being given the power"
"DUMBLEDORE","of shape-shifting..."
"DUMBLEDORE","...being bitten by a werewolf...."
"DUMBLEDORE","Go, Harry! Go, Harry!"
"DUMBLEDORE","Aresto momentum!"
"DUMBLEDORE","What do you expect?"
"DUMBLEDORE","He fell over 1 00 feet."
"DUMBLEDORE","and see what you look like."
"DUMBLEDORE","than he normally does."
"DUMBLEDORE","-How are you feeling?"
"DUMBLEDORE","-Oh, Brilliant."
"GEORGE","You gave us a right good scare."
"GEORGE","Really? l meant the match. Who won?"
"GEORGE","Um, no one blames you, Harry."
"GEORGE","Dementors aren't supposed to be"
"GEORGE","on the grounds. Dumbledore's furious."
"GEORGE","After he saved you,"
"GEORGE","he sent them off."
"GEORGE","There's something else"
"GEORGE","you should know too."
"GEORGE","When you fell, your broom sort of blew"
"GEORGE","into the Whomping Willow, and...."
"GEORGE","Well...."
"GEORGE","about your broomstick."
"GEORGE","Is there no chance of fixing it?"
"HARRY","No."
"HARRY","Professor, why do the dementors"
"HARRY","affect me so?"
"HARRY","-l mean, more than everyone else?"
"HARRY","-Listen."
"HARRY","Dementors are the foulest creatures"
"HARRY","to walk this earth."
"HARRY","They feed on every good feeling,"
"HARRY","every happy memory..."
"HARRY","...until a person is left with absolutely"
"HARRY","nothing but his worst experiences."
"HARRY","You are not weak, Harry."
"HARRY","Dementors affect you most because"
"HARRY","there are true horrors in your past."
"HARRY","Horrors your classmates"
"HARRY","can scarcely imagine."
"HARRY","You have nothing to be ashamed of."
"HARRY","-l'm scared, professor."
"HARRY","-l'd consider you a fool if you weren't."
"HARRY","I need to know how to fight them."
"HARRY","You could teach me."
"HARRY","You made the one"
"HARRY","on the train go away."
"HARRY","There was only one that night."
"HARRY","-But you made it Go away."
"HARRY","-l don't pretend to be an expert, Harry."
"HARRY","But as the dementors seem"
"HARRY","to have developed an interest in you..."
"HARRY","...perhaps I should teach you."
"HARRY","But after the holidays."
"HARRY","For now, I need to rest."
"HARRY","Come on, now!"
"FRED","We'll get you there."
"FRED","-Bless him."
"FRED","-What are you doing?!"
"FRED","-What's this rubbish?"
"FRED","-""What's this rubbish?"" he says."
"FRED","-lt's the secret to our success."
"FRED","-lt's a wrench giving it to you--"
"FRED","But we've decided"
"FRED","your needs are greater than ours."
"FRED","George, if you will."
"FRED","I solemnly swear"
"FRED","that I am up to no good."
"FRED","We owe them so much."
"FRED","And that--"
"FRED","-No. Is that really--?"
"FRED","-Dumbledore."
"FRED","-ln his study."
"FRED","-Pacing."
"GEORGE","Does that a lot."
"HARRY","So this map shows--"
"HARRY","-Everyone?"
"HARRY","-Where They are."
"HARRY","-What They do."
"HARRY","-Every minute."
"HARRY","-Every day."
"HARRY","-Brilliant!Where did you get it?"
"HARRY","-From Filch's office."
"HARRY","-First year."
"HARRY","-There are seven secret passageways..."
"HARRY","-...out of the castle."
"HARRY","-We'd recommend this one."
"HARRY","-The One-Eyed Witch passageway."
"HARRY","Hurry. Filch is heading this way."
"HARRY","And don't forget. When you're done,"
"just give it a tap and say","Mischief managed."
"just give it a tap and say","Otherwise, anyone can read it."
"just give it a tap and say","Now, how much do you want?"
"BOY","Delicious."
"BOY","the most haunted building in Britain."
"BOY","-did l mention that?"
"BOY","-Oh. Do you want to move a bit closer?"
"BOY","-Huh?"
"BOY","-to The Shrieking Shack?"
"BOY","-Oh. Actually, I'm fine here."
"DRACO","Well, well. Look who's here."
"DRACO","You two shopping for your new"
"DRACO","dream home?"
"DRACO","Bit grand for you, isn't it, Weasle-Bee?"
"DRACO","Don't your family sleep in one room?"
"DRACO","-Shut your mouth, Malfoy."
"DRACO","-Not Very friendly."
"DRACO","Boys, I think it's time we teach"
"DRACO","Weasle-Bee how to respect his superiors."
"DRACO","-Hope you don't mean yourself."
"DRACO","-How dare you talk to me!"
"DRACO","You filthy little mudblood!"
"DRACO","Who is that?"
"DRACO","-Don't stand there! Do something!"
"DRACO","-What?"
"RON","What's up, Malfoy? Lost your skis?"
"DRACO","Get out of the way!"
"DRACO","Move!"
"CRABBE","Malfoy! Wait! Wait!"
"CRABBE","Harry!"
"CRABBE","Bloody hell, Harry."
"CRABBE","That was not funny."
"CRABBE","Those weasels! Never told me"
"CRABBE","about any Marauder's Map."
"CRABBE","He'll turn it over to Professor McGonagall."
"CRABBE","Aren't you?"
"RON","Sure. Along with his lnvisibility Cloak."
"RON","Look who it is. Madam Rosmerta."
"RON","-Ron fancies her."
"HAGRID","Allow me, minister."
"HAGRID","Rosmerta, my dear."
"HAGRID","I hope business is good."
"HAGRID","It'd be a lot better if the Ministry"
"HAGRID","wasn't sending dementors..."
"HAGRID","-...into my pub every other night!"
"HAGRID","-We have a killer on The loose."
"HAGRID","And what would bring him here?"
"HAGRID","-Harry Potter?"
"HAGRID","-Shh!"
"HERMlONE","Harry!"
"HERMlONE","-No underage wizards allowed in today!"
"HERMlONE","-Shut the damn door!"
"HERMlONE","-So rude."
"HERMlONE","-Thick heads."
"HERMlONE","-who are They calling that?"
"HERMlONE","where they'll get scared out of their wits."
"HERMlONE","Professor Dumbledore doesn't want"
"HERMlONE","dementors around the place."
"HERMlONE","Tell me what this is all about."
"HERMlONE","Years ago, when Harry Potter's parents"
"HERMlONE","realized they were marked for death--"
"HERMlONE","Remember? They hid."
"HERMlONE","Few knew where they were."
"HERMlONE","One who did was Sirius Black."
"HERMlONE","And he told You-Know-Who."
"HERMlONE","Not only did Black lead him"
"HERMlONE","to the Potters that night..."
"HERMlONE","...he also killed Peter Pettigrew!"
"HERMlONE","-Little lump of a boy."
"HERMlONE","-Trailing after Black."
"HERMlONE","Never let James and Sirius"
"HERMlONE","out of his sight."
"HERMlONE","-What happened?"
"HERMlONE","...and might have, had he not"
"HERMlONE","run into an old friend, Sirius Black."
"HERMlONE","Black was vicious."
"HERMlONE","He didn't kill Pettigrew."
"HERMlONE","He destroyed him!"
"HERMlONE","A finger. That's all that was left."
"HERMlONE","A finger. Nothing else."
"HERMlONE","Sirius Black may not have"
"HERMlONE","put his hands to the Potters..."
"HERMlONE","-...but he's the reason they're dead."
"HERMlONE","-he wants to finish things."
"HERMlONE","...and remains to this day..."
"HERMlONE","...Harry Potter's godfather!"
"HERMlONE","Ron, look!"
"HERMlONE","Harry, what happened?"
"HERMlONE","He was their friend..."
"HERMlONE","...and he betrayed them."
"HERMlONE","He was their friend!"
"HERMlONE","I hope he finds me."
"HERMlONE","Because when he does,"
"HERMlONE","I'm gonna be ready!"
"HERMlONE","When he does, l'm gonna kill him!"
"LUPlN","Harry."
"LUPlN","There you are. You came."
"LUPlN","Are you sure about this, Harry?"
"LUPlN","This is very advanced magic..."
"LUPlN","...well beyond the Ordinary"
"LUPlN","Wizarding Level."
"HARRY","I'm sure."
"HARRY","Well, everything's prepared."
"HARRY","The spell l'm going to teach you"
"HARRY","is called the Patronus Charm."
"HARRY","Did you ever hear of it?"
"HARRY","No? Well...."
"HARRY","A Patronus is a positive force."
"HARRY","For the wizard who conjures one..."
"HARRY","...it works like a shield, with the"
"HARRY","dementor feeding on it rather than him."
"HARRY","But in order for it to work,"
"HARRY","you need to think of a memory."
"HARRY","Not just any memory, a very happy"
"HARRY","memory, a very powerful memory."
"HARRY","Can you do this?"
"HARRY","Yes. Very well."
"HARRY","Close your eyes."
"HARRY","Concentrate."
"HARRY","Explore your past."
"HARRY","Do you have a memory?"
"HARRY","Allow it to fill you up."
"HARRY","Lose yourself within it."
"HARRY","Then speak the incantation,"
"HARRY","Expecto Patronum."
"HARRY","-Expecto Patronum."
"HARRY","-Very good."
"HARRY","Shall we? Wand at the ready."
"HARRY","Expecto Patronum!"
"HARRY","Expecto.... Expecto...."
"HARRY","Expect...."
"HARRY","Sit up. Deep breaths."
"HARRY","It's all right. l didn't expect you"
"HARRY","to do it the first time."
"HARRY","That would have been remarkable."
"HARRY","Here, eat this. You'll feel better."
"HARRY","-That's one nasty dementor."
"HARRY","-Oh, no, no, No."
"HARRY","That was a boggart, Harry."
"HARRY","A boggart."
"HARRY","The real thing would be worse."
"HARRY","Much, much worse."
"HARRY","As a matter of interest,"
"HARRY","what were you thinking?"
"HARRY","-Which memory did you choose?"
"HARRY","-The First time I rode a broom."
"HARRY","That's not good enough."
"HARRY","Not nearly good enough."
"HARRY","There's another."
"HARRY","It's not happy, exactly."
"HARRY","Well, it is."
"HARRY","It's the happiest I've ever felt..."
"HARRY","-...but it's complicated."
"HARRY","-ls it strong?"
"HARRY","Then let's give it a try. You feel ready?"
"HARRY","Just do it."
"HARRY","Expecto Patronum!"
"LUPlN","Yes!"
"LUPlN","Well done, Harry. Well done!"
"LUPlN","-Yes. Sit down. Here."
"LUPlN","Eat this, it helps. lt really helps."
"LUPlN","And just so you know, Harry..."
"LUPlN","...l think you'd have given your father"
"LUPlN","a run for his money."
"LUPlN","And that is saying something."
"LUPlN","I was thinking of him."
"LUPlN","And Mum."
"LUPlN","Seeing their faces."
"LUPlN","They were talking to me."
"LUPlN","Just talking."
"LUPlN","That's the memory l chose."
"LUPlN","I don't even know if it's real."
"LUPlN","But it's the best I have."
"LUPlN","-Beautiful day."
"LUPlN","-Gorgeous."
"LUPlN","Unless you've been ripped to pieces!"
"LUPlN","Ripped to pieces?"
"LUPlN","What are you talking about?"
"LUPlN","-Ronald has lost his rat."
"LUPlN","-l haven't lost anything!"
"LUPlN","-Your cat killed him!"
"LUPlN","-rubbish."
"LUPlN","Harry, you've seen the way"
"LUPlN","that bloodthirsty beast of hers..."
"LUPlN","...is always lurking about."
"LUPlN","And Scabbers is gone."
"LUPlN","take better care of your pets!"
"LUPlN","How did it go, Hagrid? The hearing?"
"LUPlN","Well, first off, the committee members"
"LUPlN","took turns..."
"LUPlN","...talking about why we were there."
"LUPlN","I got up and did my piece."
"LUPlN","Said how Buckbeak..."
"LUPlN","...was a good hippogriff,"
"LUPlN","always cleaned his feathers."
"LUPlN","And then Lucius Malfoy got up."
"LUPlN","Well, you can imagine."
"LUPlN","He said Buckbeak was a deadly"
"LUPlN","and dangerous creature..."
"LUPlN","...who would kill you"
"LUPlN","as soon as look at you."
"HERMlONE","And then?"
"HERMlONE","And then he asked for the worst,"
"HERMlONE","did old Lucius."
"HERMlONE","Buckbeak's been sentenced to death!"
"HERMlONE","Spiders! There's-- There's spiders."
"HERMlONE","Spiders. They want me to tap-dance."
"HERMlONE","-l don't wanna tap-dance!"
"HERMlONE","-Tell those spiders."
"HERMlONE","Right, yeah. Tell them. l'll tell them...."
"HERMlONE","-Always Trailing after Sirius Black."
"HERMlONE","He didn't kill Pettigrew,"
"HERMlONE","he destroyed him!"
"HERMlONE","-Put that light out!"
"HERMlONE","-Sorry."
"HERMlONE","-Watch it There, boy."
"HERMlONE","-We're trying to sleep here!"
"SLEEPlNG PORTRAlT","Yes, we are."
"SLEEPlNG PORTRAlT","Mischief managed. Nox."
"SLEEPlNG PORTRAlT","Potter."
"SLEEPlNG PORTRAlT","What are you doing"
"SLEEPlNG PORTRAlT","wandering the corridors at night?"
"SLEEPlNG PORTRAlT","I was sleepwalking."
"SLEEPlNG PORTRAlT","How extraordinarily like your father"
"SLEEPlNG PORTRAlT","you are, Potter."
"SLEEPlNG PORTRAlT","He, too, was exceedingly arrogant,"
"SLEEPlNG PORTRAlT","strutting about the castle."
"SLEEPlNG PORTRAlT","My dad didn't strut. And nor do I."
"SLEEPlNG PORTRAlT","If you don't mind, I would appreciate it"
"SLEEPlNG PORTRAlT","if you could lower your wand."
"SLEEPlNG PORTRAlT","Turn out your pockets."
"SLEEPlNG PORTRAlT","Turn out your pockets!"
"SLEEPlNG PORTRAlT","What's this?"
"SLEEPlNG PORTRAlT","-Spare bit of parchment."
"SLEEPlNG PORTRAlT","-Really? Open it."
"SLEEPlNG PORTRAlT","Reveal your secrets."
"SLEEPlNG PORTRAlT","Read it."
"SLEEPlNG PORTRAlT","Go on."
"SLEEPlNG PORTRAlT","And request he keep his large nose
out of other people's business."
"SLEEPlNG PORTRAlT","-You insolent little--"
"SLEEPlNG PORTRAlT","-Professor!"
"SLEEPlNG PORTRAlT","Well, well. Lupin."
"SLEEPlNG PORTRAlT","Out for a little walk"
"SLEEPlNG PORTRAlT","in the moonlight, are we?"
"SLEEPlNG PORTRAlT","Harry, are you all right?"
"SNAPE","That remains to be seen."
"SNAPE","I have now just confiscated"
"SNAPE","a rather curious artifact."
"SNAPE","Take a look, Lupin."
"SNAPE","Supposed to be your area of expertise."
"SNAPE","-Clearly, it's full of dark magic."
"SNAPE","-l seriously doubt it, Severus."
"SNAPE","It looks as though it's a parchment"
"SNAPE","designed to insult anyone..."
"SNAPE","...who tries to read it."
"SNAPE","I suspect it's a Zonko product."
"SNAPE","Nevertheless, I shall investigate"
"SNAPE","any hidden qualities it may possess."
"SNAPE","It is, after all, as you say,"
"SNAPE","my area of expertise."
"SNAPE","Harry, would you come with me,"
"SNAPE","please? Professor, good night."
"SNAPE","Are you deaf? Put that light out!"
"LUPlN","Come in."
"LUPlN","I haven't the faintest idea how this map"
"LUPlN","came to be in your possession..."
"LUPlN","...but quite frankly, l am astounded"
"LUPlN","that you didn't hand it in."
"LUPlN","Did it never occur to you that this,"
"LUPlN","in the hands of Sirius Black..."
"LUPlN","...is a map to you?"
"LUPlN","-No."
"LUPlN","-no, sir."
"LUPlN","Your father never set much store"
"LUPlN","by the rules either."
"LUPlN","But he and your mother"
"LUPlN","gave their lives to save yours."
"LUPlN","Gambling their sacrifice"
"LUPlN","by wandering the castle unprotected..."
"LUPlN","...with a killer on the loose"
"LUPlN","seems to me a poor way to repay them!"
"LUPlN","Now, l will not cover up for you again."
"LUPlN","-Do you hear Me?"
"LUPlN","-Yes, sir."
"LUPlN","I want you to return to your dormitory"
"LUPlN","and stay there."
"LUPlN","And don't take any detours."
"LUPlN","If you do, I shall know."
"LUPlN","I don't think that map always works."
"LUPlN","Earlier, it showed someone in the castle."
"LUPlN","Someone l know to be dead."
"LUPlN","Oh, really? And who might that be?"
"LUPlN","Peter Pettigrew."
"LUPlN","That's not possible."
"LUPlN","It's just what l saw."
"LUPlN","Good night, professor."
"LUPlN","You must look beyond."
"LUPlN","The art of crystal gazing"
"LUPlN","is in the clearing of the lnner Eye."
"TRELAWNEY","Only then can you see. Try again."
"TRELAWNEY","Now, what do we have here?"
"TRELAWNEY","-Oh. Do you mind me trying?"
"TRELAWNEY","-Ah...."
"TRELAWNEY","The Grim, possibly."
"TRELAWNEY","My dear, from the first moment"
"TRELAWNEY","you stepped foot in my class..."
"TRELAWNEY","...l sensed that you did not possess"
"TRELAWNEY","the proper spirit..."
"TRELAWNEY","...for the noble art of Divination."
"TRELAWNEY","No, you see, there."
"TRELAWNEY","You may be young in years,"
"TRELAWNEY","but your heart is as shriveled..."
"TRELAWNEY","...as an old maid's, your soul"
"TRELAWNEY","as dry as the pages of the books..."
"TRELAWNEY","...to which you so desperately cleave."
"TRELAWNEY","Have l said something?"
"TRELAWNEY","She's gone mental, Hermione has."
"TRELAWNEY","Not that she wasn't always mental..."
"TRELAWNEY","...but now it's in the open"
"TRELAWNEY","for everyone to see."
"TRELAWNEY","Hang on."
"TRELAWNEY","-We better take This back."
"TRELAWNEY","-l'm not going back."
"TRELAWNEY","-Fine. see you later."
"TRELAWNEY","-see you."
"TRELAWNEY","Harry Potter...."
"TRELAWNEY","-Professor Trelawney--"
"TRELAWNEY","Sorry?"
"TRELAWNEY","Tonight, he who betrayed his friends,"
"TRELAWNEY","whose heart rots with murder..."
"TRELAWNEY","...shall break free."
"TRELAWNEY","Innocent blood shall be spilt..."
"TRELAWNEY","...and servant and master"
"TRELAWNEY","shall be reunited once more."
"TRELAWNEY","Oh, l'm so sorry, dear boy."
"TRELAWNEY","Did you say something?"
"TRELAWNEY","No."
"TRELAWNEY","Nothing."
"TRELAWNEY","to kill Buckbeak. It's just too horrible."
"TRELAWNEY","-lt Just Got worse."
"TRELAWNEY","...l can keep the hippogriff's head."
"TRELAWNEY","I'll donate it to the Gryffindors' room."
"TRELAWNEY","This is going to be rich."
"TRELAWNEY","-come to see The show?"
"TRELAWNEY","You! You foul, loathsome,"
"TRELAWNEY","evil little cockroach!"
"TRELAWNEY","Hermione, no!"
"TRELAWNEY","He's not worth it."
"TRELAWNEY","-Oh!"
"TRELAWNEY","-Let's go. Quick."
"TRELAWNEY","-That felt good."
"TRELAWNEY","-Not Good, Brilliant."
"TRELAWNEY","Look at him. Loves the smell of the trees"
"TRELAWNEY","when the wind blows through them."
"TRELAWNEY","Why don't we just set him free?"
"TRELAWNEY","They'd know it was me,"
"TRELAWNEY","and then Dumbledore..."
"TRELAWNEY","...would get into trouble."
"TRELAWNEY","He's coming down, Dumbledore."
"TRELAWNEY","Says he wants to be with me"
"TRELAWNEY","when they...."
"TRELAWNEY","When it happens."
"TRELAWNEY","Great man, Dumbledore."
"TRELAWNEY","A great man."
"TRELAWNEY","-We'll stay with you too."
"TRELAWNEY","-You'll do no such thing!"
"TRELAWNEY","Think l want you seeing"
"TRELAWNEY","something like that? No."
"TRELAWNEY","You just drink your tea and be off."
"TRELAWNEY","Oh. Before you do, Ron...."
"TRELAWNEY","Scabbers! You're alive!"
"TRELAWNEY","-Keep a closer eye on your pet."
"TRELAWNEY","-l think you owe someone an apology."
"TRELAWNEY","Right. Next time I see Crookshanks,"
"TRELAWNEY","I'll let him know."
"TRELAWNEY","I meant me!"
"HAGRID","Blimey. What was that?"
"HAGRID","Ow!"
"HAGRID","Hagrid!"
"HAGRID","Oh, crikey."
"DUMBLEDORE","No, minister. Over this way."
"DUMBLEDORE","It's late. It's nearly dark."
"DUMBLEDORE","You shouldn't be here."
"DUMBLEDORE","Someone sees you outside"
"DUMBLEDORE","this time of night, you'll be in trouble."
"DUMBLEDORE","Particularly you, Harry."
"DUMBLEDORE","With you in a moment!"
"DUMBLEDORE","Quick. Quick!"
"DUMBLEDORE","Hagrid."
"DUMBLEDORE","-lt'll be fine. It'll be okay."
"DUMBLEDORE","-Go on, go on!"
"DUMBLEDORE","That's ling you see there--"
"DUMBLEDORE","-on The slope-- Ah, Hagrid."
"DUMBLEDORE","-have a tea, if you like."
"DUMBLEDORE","get down to our business, shall we?"
"DUMBLEDORE","Very well. It is the decision"
"DUMBLEDORE","of the Committee for the Disposal..."
"DUMBLEDORE","...of Dangerous Creatures"
"DUMBLEDORE","that the hippogriff Buckbeak..."
"DUMBLEDORE","...hereinafter called ""the condemned,"""
"DUMBLEDORE","shall be executed this day at sundown."
"DUMBLEDORE","All right. lt'll be all right."
"DUMBLEDORE","I thought I just saw--"
"DUMBLEDORE","-Never mind."
"DUMBLEDORE","-Let's go!"
"HAGRID","Buckbeak didn't mean no harm."
"HAGRID","Oh, no."
"HAGRID","He bit me. Scabbers."
"HAGRID","Ron. Ron!"
"HARRY","Wait!"
"HARRY","-Harry, you Do realize What tree This is?"
"HARRY","That's not good. Ron, run!"
"HARRY","Harry, Hermione, run!"
"RON","It's the Grim!"
"RON","-Ah! Harry!"
"RON","-Ron! Ron, wait!"
"RON","-Ron!"
"RON","-Harry!"
"RON","-Help!"
"RON","Ah!"
"HARRY","Come on!"
"HARRY","Move!"
"HERMlONE","Duck!"
"HERMlONE","Harry!"
"HERMlONE","-Don't worry."
"HERMlONE","-Where Do you suppose This goes?"
"HERMlONE","-l have a hunch."
"HERMlONE","I just hope l'm wrong."
"HERMlONE","aren't we?"
"HARRY","Come on."
"HARRY","Ron."
"HARRY","-The dog. Where Is it?"
"HARRY","It's a trap. He's the dog."
"HARRY","He's an Animagus."
"HARRY","If you want to kill Harry,"
"HARRY","you have to kill us too!"
"HARRY","No. Only one will die tonight."
"HARRY","Then it'll be you!"
"HARRY","Are you going to kill me, Harry?"
"HARRY","-Expelliarmus!"
"HARRY","Well, well, Sirius."
"HARRY","Looking rather ragged, aren't we?"
"HARRY","Finally, the flesh"
"HARRY","reflects the madness within."
"HARRY","Well, you'd know all about"
"HARRY","the madness within, wouldn't you?"
"HARRY","-l found him."
"HARRY","-lt's him."
"HARRY","-l understand."
"HARRY","-Let's kill him!"
"HARRY","-No! I trusted you!"
"HARRY","And all this time,"
"HARRY","you've been his friend."
"HARRY","He's a werewolf!"
"HARRY","That's why he's been missing classes."
"HARRY","How long have you known?"
"HARRY","-Since Professor Snape set The essay."
"HARRY","You are the brightest witch"
"HARRY","of your age l've ever met."
"HARRY","Enough talk, Remus!"
"HARRY","Come on, let's kill him!"
"HARRY","-Wait!"
"HARRY","-l did my waiting!"
"HARRY","Twelve years of it!"
"HARRY","In Azkaban!"
"LUPlN","Very well. Kill him."
"LUPlN","But wait one more minute."
"LUPlN","Harry has the right to know why."
"HARRY","I know why."
"HARRY","You betrayed my parents."
"HARRY","-You're the reason they're dead!"
"HARRY","-No, it wasn't him."
"HARRY","Somebody did betray your parents..."
"HARRY","...somebody who, until quite recently,"
"HARRY","I believed to be dead!"
"HARRY","-who was it, then?"
"HARRY","-Peter Pettigrew!"
"HARRY","And he's in this room! Right now!"
"HARRY","Come out, come out, Peter!"
"HARRY","-Come out, come out and play!"
"HARRY","-Expelliarmus!"
"HARRY","Vengeance is sweet."
"HARRY","How I hoped l'd be the one"
"HARRY","to catch you."
"LUPlN","Severus--"
"LUPlN","I told Dumbledore you were helping a"
"LUPlN","friend into the castle. Here's the proof."
"LUPlN","Brilliant, Snape."
"LUPlN","You've put your keen mind to the task"
"LUPlN","and come to the wrong conclusion."
"LUPlN","If you'll excuse us,"
"LUPlN","Remus and l have business..."
"LUPlN","-...to attend to."
"LUPlN","-Give me a reason. I beg you!"
"LUPlN","-Don't be a fool."
"LUPlN","-He can't help it. It's habit."
"LUPlN","-be Quiet."
"LUPlN","-Be quiet yourself!"
"LUPlN","You two, quarrelling"
"LUPlN","like an old married couple."
"LUPlN","Run along and play with"
"LUPlN","your chemistry set!"
"LUPlN","I could do it, you know."
"LUPlN","But why deny the dementors?"
"LUPlN","They're so longing to see you."
"LUPlN","Do I detect a flicker of fear?"
"LUPlN","Oh, yes."
"LUPlN","A Dementor's Kiss. One can only"
"LUPlN","imagine what that must be like."
"LUPlN","It's said to be nearly unbearable"
"LUPlN","to witness, but l'll do my best."
"LUPlN","Severus, please."
"LUPlN","After you."
"HARRY","Expelliarmus!"
"HARRY","-Harry!What did you Just do?"
"HARRY","-You attacked a teacher!"
"HARRY","-Tell me about Peter."
"HARRY","-he was At school with us."
"HARRY","We thought he was our friend!"
"HARRY","-No. Pettigrew's dead. You killed him!"
"HARRY","-No, he didn't."
"HARRY","I thought so too, until you mentioned"
"HARRY","Pettigrew on the map!"
"HARRY","-The map was lying, then."
"HARRY","-The map never lies!"
"HARRY","Pettigrew's alive!"
"HARRY","And he's right there!"
"HARRY","-Me?! He's mental!"
"HARRY","-Not you! Your rat!"
"HARRY","-Scabbers has been in my family for--"
"HARRY","-Twelve years?"
"HARRY","Curiously long life"
"HARRY","for a common garden rat!"
"HARRY","-He's missing a toe, isn't he?"
"HARRY","-All they could find of Pettigrew was his--"
"HARRY","Dirty coward cut it off"
"HARRY","so everyone would think he was dead!"
"HARRY","-And then he transformed into a rat!"
"HARRY","-Show me."
"HARRY","-Give it to him, Ron."
"HARRY","-What are you trying to Do to him?"
"HARRY","Scabbers!"
"HARRY","Leave him alone! Get off him!"
"HARRY","What are you doing?"
"HARRY","Ah!"
"HARRY","Remus?"
"HARRY","Sirius."
"HARRY","My old friends!"
"HARRY","Harry! Look at you."
"HARRY","You look so much like your father."
"HARRY","-James. We were the best of friends--"
"HARRY","-How dare you speak to Harry!"
"HARRY","How dare you talk about James"
"HARRY","in front of him!"
"HARRY","-You sold James and Lily to Voldemort!"
"HARRY","-l didn't mean to!"
"HARRY","The Dark Lord. You have no idea"
"HARRY","the weapons he possesses!"
"HARRY","Ask yourself, Sirius!"
"HARRY","What would you have done?"
"HARRY","-What would you have done?"
"HARRY","-Died, rather than betray my friends!"
"HARRY","wanted me killed!"
"HARRY","Your dad would have spared me!"
"HARRY","He would have shown me mercy!"
"HARRY","didn't kill you, we would. Together!"
"HARRY","No!"
"HARRY","-Harry, this man--"
"HARRY","-l know What he is."
"HARRY","But we'll take him to the castle."
"HARRY","-Bless you, boy. Bless you!"
"HARRY","-Get off!"
